feature,process_prefix,feature_type_from_values,row_count,finite_count,missing_or_nonfinite_count,missing_or_nonfinite_rate,unique_count_global,unique_count_train_source,constant_global,constant_train_source,min,p01,p05,p25,median,p75,p95,p99,max,mean,std,normal_mean,normal_std,attack_mean,attack_std,standardized_mean_difference_attack_vs_normal,univariate_auc_attack_direct,univariate_auc_attack_directionless,univariate_average_precision_direct,univariate_average_precision_inverse,univariate_average_precision_best_direction,train_source_mean,validation_mean,heldout_test_mean,validation_standardized_mean_shift_vs_train_source,heldout_test_standardized_mean_shift_vs_train_source
P1_LCV01D,P1,continuous_numeric,1323608,1323608,0,0.0,620908,561022,False,False,0.0,6.51119327545166,7.098130226135254,9.508255004882812,13.382240295410156,14.326242446899414,15.441399574279785,16.753934860229492,97.0,12.280214309692383,3.440171003341675,12.226305961608887,2.8833320140838623,20.201513290405273,21.58836555480957,0.5178426952687756,0.5708157892316145,0.5708157892316145,0.278851122693328,0.10390674557892984,0.278851122693328,12.228069305419922,13.285189628601074,11.886028289794922,0.33060594930307724,-0.10697059945929525
P1_LCV01Z,P1,continuous_numeric,1323608,1323608,0,0.0,5206,4038,False,False,0.26855000853538513,6.112669944763184,6.806940078735352,9.187310218811035,13.108830451965332,14.169309616088867,15.351869583129883,16.511539459228516,98.22997283935547,12.091696739196777,3.4901585578918457,12.038267135620117,2.9296796321868896,19.942626953125,21.882356643676758,0.506325475939926,0.5685189942267215,0.5685189942267215,0.27247480586609624,0.11240162561754963,0.27247480586609624,12.039191246032715,13.12368392944336,11.678364753723145,0.333946846510456,-0.1111089738893001
P1_LIT01,P1,continuous_numeric,1323608,1323608,0,0.0,10354,7636,False,False,162.6132354736328,372.75494384765625,381.13812255859375,396.93328857421875,403.1184387207031,408.025634765625,436.9578552246094,448.51025390625,643.7769775390625,404.2351989746094,15.329544067382812,404.2721252441406,14.884232521057129,398.81048583984375,46.715694427490234,-0.15753611819062502,0.4800138263118262,0.5199861736881738,0.026951577906256925,0.10454827966626037,0.10454827966626037,403.3801574707031,407.7652587890625,408.3660888671875,0.2862882536200604,0.3255143926076918
P1_PCV01D,P1,continuous_numeric,1323608,1323608,0,0.0,1056009,907368,False,False,0.0,30.901865005493164,35.101463317871094,44.74496078491211,66.72171020507812,91.95630645751953,100.0,100.0,100.0,67.74051666259766,23.509164810180664,67.77766418457031,23.472362518310547,62.281436920166016,27.869861602783203,-0.21332060750174311,0.44098134697551494,0.5590186530244851,0.006220677020424012,0.12376584612061413,0.12376584612061413,67.78022766113281,71.72004699707031,64.15857696533203,0.16842349703473214,-0.15482209289677815
P1_PCV01Z,P1,continuous_numeric,1323608,1323608,0,0.0,89084,82357,False,False,0.3524799942970276,31.36595916748047,35.646060943603516,45.58715057373047,68.00231170654297,93.55316162109375,99.64643859863281,99.8917465209961,100.0,68.68424987792969,23.593351364135742,68.72212982177734,23.555580139160156,63.11920166015625,28.056232452392578,-0.2162972295316751,0.4418537644411874,0.5581462355588126,0.006839607479727497,0.12279548308507425,0.12279548308507425,68.73277282714844,72.63262939453125,65.05549621582031,0.16605764321120298,-0.15658008877045104
P1_PCV02D,P1,continuous_numeric,1323608,1323608,0,0.0,414,136,False,False,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,25.0,12.00242805480957,0.15164703130722046,12.00002384185791,0.00933072529733181,12.355690002441406,1.8065669536590576,0.2784182441766642,0.5271540663144062,0.5271540663144062,0.06032007581360658,0.006405042297422269,0.06032007581360658,12.001215934753418,12.010778427124023,12.005538940429688,0.08445505800488007,0.03818039073861787
P1_PCV02Z,P1,continuous_numeric,1323608,1323608,0,0.0,370,189,False,False,11.75841999053955,11.773679733276367,11.781310081481934,11.7889404296875,11.79656982421875,12.017820358276367,12.025449752807617,12.033080101013184,25.247190475463867,11.88861083984375,0.19243279099464417,11.885512351989746,0.11538626253604889,12.34384822845459,1.820229411125183,0.3553872821130228,0.7540491084871714,0.7540491084871714,0.08582914675547978,0.006163619372762266,0.08582914675547978,11.870770454406738,11.909523963928223,12.017939567565918,0.2430485438417517,0.922993532546792
P1_PIT01,P1,continuous_numeric,1323608,1323608,0,0.0,4672,3808,False,False,0.06499999761581421,1.1964399814605713,1.2872300148010254,1.3543699979782104,1.374210000038147,1.3963299989700317,1.473389983177185,1.5634100437164307,2.4194300174713135,1.3770692348480225,0.07010859996080399,1.377440094947815,0.061893969774246216,1.3225884437561035,0.40157225728034973,-0.19091621622790073,0.48040875741127975,0.5195912425887202,0.0664601989521477,0.17376433850606463,0.17376433850606463,1.3783462047576904,1.3660484552383423,1.3756035566329956,-0.194451902377741,-0.04336672694142832
P1_PIT02,P1,continuous_numeric,1323608,1323608,0,0.0,5875,5473,False,False,0.1702899932861328,0.17486999928951263,0.19317999482154846,0.2740499973297119,0.27557000517845154,0.3999300003051758,1.8197599649429321,2.214200019836426,2.346950054168701,0.486909419298172,0.496275395154953,0.4870148003101349,0.4967134892940521,0.4714265763759613,0.42676210403442383,-0.03366346635311877,0.5253059298692544,0.5253059298692544,0.006984407221624299,0.006265903644424632,0.006984407221624299,0.487501859664917,0.5204670429229736,0.4545902907848358,0.06630477798322287,-0.06619694028668882
P1_PP01AD,P1,low_cardinality_numeric,1323608,1323608,0,0.0,1,1,True,True,540833.0,540833.0,540833.0,540833.0,540833.0,540833.0,540833.0,540833.0,540833.0,540833.0,0.0,540833.0,0.0,540833.0625,0.0625,1.414213562373095,,,,,,540833.0,540833.0,540833.0,,
P1_PP01AR,P1,low_cardinality_numeric,1323608,1323608,0,0.0,1,1,True,True,540833.0,540833.0,540833.0,540833.0,540833.0,540833.0,540833.0,540833.0,540833.0,540833.0,0.0,540833.0,0.0,540833.0625,0.0625,1.414213562373095,,,,,,540833.0,540833.0,540833.0,,
P1_PP01BD,P1,binary_or_boolean,1323608,1323608,0,0.0,1,1,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,
P1_PP01BR,P1,binary_or_boolean,1323608,1323608,0,0.0,1,1,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,
P1_PP02D,P1,binary_or_boolean,1323608,1323608,0,0.0,1,1,True,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,1.0,1.0,1.0,,
P1_PP02R,P1,binary_or_boolean,1323608,1323608,0,0.0,1,1,True,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,1.0,1.0,1.0,,
P1_STSP,P1,binary_or_boolean,1323608,1323608,0,0.0,1,1,True,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,1.0,1.0,1.0,,
P1_TIT01,P1,continuous_numeric,1323608,1323608,0,0.0,1027,954,False,False,34.46044158935547,34.765621185302734,34.84191131591797,35.2081298828125,35.60485076904297,36.123661041259766,36.76451873779297,36.8408203125,36.9628791809082,35.68389129638672,0.5886517763137817,35.6834602355957,0.5883307456970215,35.74683380126953,0.6309037208557129,0.10389300585743258,0.5280341926224056,0.5280341926224056,0.014837388443826722,0.016386789617707866,0.016386789617707866,35.68975067138672,35.64094924926758,35.670921325683594,-0.08278327457378219,-0.0319407678649409
P1_TIT02,P1,continuous_numeric,1323608,1323608,0,0.0,1840,1764,False,False,34.979251861572266,35.025020599365234,35.101318359375,35.528560638427734,36.1999397277832,37.4969482421875,38.85498046875,40.15196990966797,40.441898345947266,36.553955078125,1.234178066253662,36.552154541015625,1.2318750619888306,36.81877136230469,1.5123059749603271,0.19330757297890283,0.535487617755404,0.535487617755404,0.00974562996635175,0.006534271776585521,0.00974562996635175,36.5328254699707,36.74665832519531,36.56976318359375,0.1749812070011993,0.030226438808181474
P2_24Vdc,P2,continuous_numeric,1323608,1323608,0,0.0,668,648,False,False,28.012540817260742,28.020469665527344,28.02301025390625,28.02644920349121,28.028240203857422,28.03080940246582,28.034259796142578,28.03605079650879,28.046419143676758,28.028518676757812,0.0033540711738169193,28.028520584106445,0.0033538537099957466,28.02845573425293,0.003385133109986782,-0.019245965808970242,0.49278793623051753,0.5072120637694825,0.006650004001571962,0.006950346334425541,0.006950346334425541,28.028615951538086,28.02733039855957,28.028730392456055,-0.38461010132588386,0.0342382879518591
P2_ASD,P2,binary_or_boolean,1323608,1323608,0,0.0,1,1,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,
P2_AutoGO,P2,binary_or_boolean,1323608,1323608,0,0.0,1,1,True,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,1.0,1.0,1.0,,
P2_CO_rpm,P2,continuous_numeric,1323608,1323608,0,0.0,1509,1262,False,False,51648.0,54043.0,54063.0,54090.0,54105.0,54119.0,54139.0,54154.0,54822.0,54102.5703125,61.43453598022461,54103.4375,35.811912536621094,53975.59375,594.7014770507812,-0.30346560662507677,0.5500490222171037,0.5500490222171037,0.08225146641539331,0.07654891893150689,0.08225146641539331,54102.84375,54098.87109375,54103.3359375,-0.09199720565272285,0.011397883886178052
P2_Emerg,P2,binary_or_boolean,1323608,1323608,0,0.0,2,2,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0004389517125673592,0.020946575328707695,9.051763481693342e-05,0.009513644501566887,0.05163741856813431,0.22129391133785248,0.3291145830907553,0.5257734513664132,0.5257734513664132,0.047471589500748534,0.006431201851902163,0.047471589500748534,0.0001753406395437196,0.0018888714257627726,0.0014166452456265688,0.12941620940087886,0.09375083197983293
P2_HILout,P2,continuous_numeric,1323608,1323608,0,0.0,9242,8925,False,False,653.759765625,691.02783203125,697.601318359375,706.011962890625,712.14599609375,717.169189453125,725.225830078125,729.833984375,778.08837890625,711.644287109375,8.486305236816406,711.64404296875,8.471158027648926,711.6725463867188,10.476592063903809,0.002991922200329629,0.5133857695555527,0.5133857695555527,0.008318523721807834,0.010809162302372468,0.010809162302372468,711.5853881835938,711.7667236328125,712.027099609375,0.02147712137175986,0.052315694166080826
P2_MSD,P2,low_cardinality_numeric,1323608,1323608,0,0.0,1,1,True,True,763.1932373046875,763.1932373046875,763.1932373046875,763.1932373046875,763.1932373046875,763.1932373046875,763.1932373046875,763.1932373046875,763.1932373046875,763.1932983398438,6.103515625e-05,763.193359375,0.0001220703125,763.1932983398438,6.103515625e-05,-0.6324555320336759,,,,,,763.1932983398438,763.1932373046875,763.193359375,,
P2_ManualGO,P2,binary_or_boolean,1323608,1323608,0,0.0,1,1,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,
P2_OnOff,P2,binary_or_boolean,1323608,1323608,0,0.0,2,2,False,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995270371437073,0.021742263808846474,0.9998897314071655,0.010501543991267681,0.9462389349937439,0.22554552555084229,-0.3360367012076273,0.4731746286869376,0.5268253713130624,0.006418554122504383,0.047704554346546045,0.047704554346546045,0.9998108148574829,0.9979814887046814,0.9984621405601501,-0.13301199206082098,-0.09806335226483974
P2_RTR,P2,low_cardinality_numeric,1323608,1323608,0,0.0,1,1,True,True,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,0.0,2880.0,0.0,2880.0,0.0,,,,,,,2880.0,2880.0,2880.0,,
P2_SIT01,P2,continuous_numeric,1323608,1323608,0,0.0,1018,909,False,False,0.0,770.0,775.0,780.0,784.0,787.0,792.0,795.0,906.0,783.446533203125,18.28176498413086,783.727294921875,10.13947582244873,742.1924438476562,180.622314453125,-0.3246930814563615,0.5432061270497572,0.5432061270497572,0.05848600654632185,0.06934208860381774,0.06934208860381774,783.6903076171875,778.8646850585938,785.1936645507812,-0.39564103293870606,0.12325657111813704
P2_SIT02,P2,continuous_numeric,1323608,1323608,0,0.0,67097,63995,False,False,0.0,770.4365234375,774.7572021484375,780.2722778320312,784.3875732421875,787.3685302734375,791.83251953125,795.0031127929688,905.715087890625,783.4464721679688,18.279499053955078,783.7272338867188,10.13530158996582,742.1929931640625,180.6229248046875,-0.32468763620607627,0.5434239586478692,0.5434239586478692,0.06011995640102565,0.06989473784124668,0.06989473784124668,783.690185546875,778.8646240234375,785.1941528320312,-0.39574466986825607,0.12334047216391816
P2_TripEx,P2,binary_or_boolean,1323608,1323608,0,0.0,1,1,True,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,1.0,1.0,1.0,,
P2_VT01,P2,continuous_numeric,1323608,1323608,0,0.0,30143,29497,False,False,-0.04018000140786171,11.780670166015625,11.814990043640137,11.856040000915527,11.91845989227295,11.980409622192383,12.022150039672852,12.037639617919922,13.101129531860352,11.912498474121094,0.2688818573951721,11.91682243347168,0.14508910477161407,11.276970863342285,2.682492256164551,-0.33683827527828847,0.4604145075197784,0.5395854924802216,0.009041782099120235,0.05514239266851176,0.05514239266851176,11.919589042663574,11.855643272399902,11.900794982910156,-0.3590780090273897,-0.10553526104967441
P2_VTR01,P2,low_cardinality_numeric,1323608,1323608,0,0.0,1,1,True,True,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,,,,,,,10.0,10.0,10.0,,
P2_VTR02,P2,low_cardinality_numeric,1323608,1323608,0,0.0,1,1,True,True,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,,,,,,,10.0,10.0,10.0,,
P2_VTR03,P2,low_cardinality_numeric,1323608,1323608,0,0.0,1,1,True,True,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,,,,,,,10.0,10.0,10.0,,
P2_VTR04,P2,low_cardinality_numeric,1323608,1323608,0,0.0,1,1,True,True,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,,,,,,,10.0,10.0,10.0,,
P2_VXT02,P2,continuous_numeric,1323608,1323608,0,0.0,24288,23778,False,False,-125.1488037109375,-4.192500114440918,-4.036799907684326,-3.698499917984009,-3.3066999912261963,-2.9268999099731445,-2.5658349990844727,-2.350600004196167,0.0,-3.3063783645629883,0.5014262795448303,-3.3076276779174805,0.4702288508415222,-3.122889518737793,2.1614129543304443,0.11811143334276505,0.5504279294564962,0.5504279294564962,0.051976599166490785,0.007349990164866253,0.051976599166490785,-3.3175606727600098,-3.4270551204681396,-3.1158502101898193,-0.22988968057994894,0.42350233076203553
P2_VXT03,P2,continuous_numeric,1323608,1323608,0,0.0,21345,20951,False,False,-125.01299285888672,-1.9747999906539917,-1.8387000560760498,-1.5419000387191772,-1.2904000282287598,-1.042099952697754,-0.6590999960899353,-0.41819998621940613,0.6118000149726868,-1.2784812450408936,0.3933172821998596,-1.2793883085250854,0.3560381531715393,-1.1451970338821411,2.0595133304595947,0.09079880825369943,0.6026983773958846,0.6026983773958846,0.04595329655519733,0.005738797956394902,0.04595329655519733,-1.317740559577942,-1.2252129316329956,-0.9997838735580444,0.25904894768811787,0.8901810924285609
P2_VYT02,P2,continuous_numeric,1323608,1323608,0,0.0,27975,27390,False,False,-126.189697265625,2.6670000553131104,3.0690999031066895,3.484499931335449,3.8719000816345215,4.331900119781494,4.7027997970581055,4.863399982452393,5.156000137329102,3.8893067836761475,0.5583552718162537,3.891691207885742,0.5255774259567261,3.5389463901519775,2.3256735801696777,-0.2092236704585773,0.41652841056093903,0.583471589439061,0.005328102547954794,0.05417613241966199,0.05417613241966199,3.9437100887298584,3.362058639526367,3.8740928173065186,-1.124723184288324,-0.13461697603254824
P2_VYT03,P2,continuous_numeric,1323608,1323608,0,0.0,26373,25827,False,False,-124.5645980834961,4.9243998527526855,5.314599990844727,5.853000164031982,6.155200004577637,6.4430999755859375,6.771599769592285,6.9197001457214355,7.300600051879883,6.1216840744018555,0.486551970243454,6.125068187713623,0.439240425825119,5.624448299407959,2.534526824951172,-0.27523297144359593,0.3810565866080012,0.6189434133919989,0.0049284995244798045,0.05382730351531026,0.05382730351531026,6.196315288543701,5.483133316040039,6.031482696533203,-1.7083836273301218,-0.39484635380302574
